speaker_type,cum_dur,voc_count,turns,cds_dur,annotation_filename,recording_filename,filename,child_id,date_iso,min_duration
OCH,1.3839999999999995,1,0,0.0,vtc/1_CW1_CH1_AJ18_AJ04_190811_0_0.csv,1_CW1_CH1_AJ18_AJ04_190811.WAV,1_CW1_CH1_AJ18_AJ04_190811.WAV,C87,2019-08-11,6.782
CHI,7566.419000000976,5190,3222,6744.532000000855,vtc/1_CW2_CH2_AJ18_AJ15_190811_0_0.csv,1_CW2_CH2_AJ18_AJ15_190811.WAV,1_CW2_CH2_AJ18_AJ15_190811.WAV,C88,2019-08-11,41357.931062
FEM,10842.63600000157,6197,1814,4946.595000000549,vtc/1_CW2_CH2_AJ18_AJ15_190811_0_0.csv,1_CW2_CH2_AJ18_AJ15_190811.WAV,1_CW2_CH2_AJ18_AJ15_190811.WAV,C88,2019-08-11,41357.931062
MAL,522.0740000000669,715,67,93.5299999999877,vtc/1_CW2_CH2_AJ18_AJ15_190811_0_0.csv,1_CW2_CH2_AJ18_AJ15_190811.WAV,1_CW2_CH2_AJ18_AJ15_190811.WAV,C88,2019-08-11,41357.931062
OCH,7734.680000000573,5373,1356,4368.2490000002,vtc/1_CW2_CH2_AJ18_AJ15_190811_0_0.csv,1_CW2_CH2_AJ18_AJ15_190811.WAV,1_CW2_CH2_AJ18_AJ15_190811.WAV,C88,2019-08-11,41357.931062
CHI,6630.943000000775,4739,2919,5867.90500000063,vtc/2_CW2_CH2_AJ18_AJ07_190811_0_0.csv,2_CW2_CH2_AJ18_AJ07_190811.WAV,2_CW2_CH2_AJ18_AJ07_190811.WAV,C89,2019-08-11,47396.867375
FEM,9966.609000001084,5665,1489,4287.006000000384,vtc/2_CW2_CH2_AJ18_AJ07_190811_0_0.csv,2_CW2_CH2_AJ18_AJ07_190811.WAV,2_CW2_CH2_AJ18_AJ07_190811.WAV,C89,2019-08-11,47396.867375
MAL,546.3700000001382,695,67,97.08400000002268,vtc/2_CW2_CH2_AJ18_AJ07_190811_0_0.csv,2_CW2_CH2_AJ18_AJ07_190811.WAV,2_CW2_CH2_AJ18_AJ07_190811.WAV,C89,2019-08-11,47396.867375
OCH,8027.439000000924,5234,1313,4488.411000000417,vtc/2_CW2_CH2_AJ18_AJ07_190811_0_0.csv,2_CW2_CH2_AJ18_AJ07_190811.WAV,2_CW2_CH2_AJ18_AJ07_190811.WAV,C89,2019-08-11,47396.867375
CHI,7294.137000001482,4396,2389,6088.457000001148,vtc/1_CW3_CH3_AJ18_AJ13_190811_0_0.csv,1_CW3_CH3_AJ18_AJ13_190811.WAV,1_CW3_CH3_AJ18_AJ13_190811.WAV,C90,2019-08-11,58265.022291999994
FEM,8369.650000001826,4752,1138,3251.7830000005933,vtc/1_CW3_CH3_AJ18_AJ13_190811_0_0.csv,1_CW3_CH3_AJ18_AJ13_190811.WAV,1_CW3_CH3_AJ18_AJ13_190811.WAV,C90,2019-08-11,58265.022291999994
MAL,3468.23300000116,2213,346,984.6000000002741,vtc/1_CW3_CH3_AJ18_AJ13_190811_0_0.csv,1_CW3_CH3_AJ18_AJ13_190811.WAV,1_CW3_CH3_AJ18_AJ13_190811.WAV,C90,2019-08-11,58265.022291999994
OCH,4414.056000001299,3487,1011,2592.036000000478,vtc/1_CW3_CH3_AJ18_AJ13_190811_0_0.csv,1_CW3_CH3_AJ18_AJ13_190811.WAV,1_CW3_CH3_AJ18_AJ13_190811.WAV,C90,2019-08-11,58265.022291999994
CHI,3614.475000000421,1959,1017,2962.323000000325,vtc/1_CW4_CH4_AJ18_AJ26_190811_0_0.csv,1_CW4_CH4_AJ18_AJ26_190811.WAV,1_CW4_CH4_AJ18_AJ26_190811.WAV,C91,2019-08-11,23214.631646
FEM,2815.786000000395,1842,420,1104.7500000001924,vtc/1_CW4_CH4_AJ18_AJ26_190811_0_0.csv,1_CW4_CH4_AJ18_AJ26_190811.WAV,1_CW4_CH4_AJ18_AJ26_190811.WAV,C91,2019-08-11,23214.631646
MAL,1047.3590000001093,766,108,300.68499999999403,vtc/1_CW4_CH4_AJ18_AJ26_190811_0_0.csv,1_CW4_CH4_AJ18_AJ26_190811.WAV,1_CW4_CH4_AJ18_AJ26_190811.WAV,C91,2019-08-11,23214.631646
OCH,2145.8820000004434,1743,622,1293.2280000002834,vtc/1_CW4_CH4_AJ18_AJ26_190811_0_0.csv,1_CW4_CH4_AJ18_AJ26_190811.WAV,1_CW4_CH4_AJ18_AJ26_190811.WAV,C91,2019-08-11,23214.631646
CHI,5391.489000000854,3750,2219,4683.802000000738,vtc/1_CW5_CH5_AJ18_AJ10_190811_0_0.csv,1_CW5_CH5_AJ18_AJ10_190811.WAV,1_CW5_CH5_AJ18_AJ10_190811.WAV,C92,2019-08-11,56208.757312
FEM,8245.131000001473,5375,1064,2810.31500000058,vtc/1_CW5_CH5_AJ18_AJ10_190811_0_0.csv,1_CW5_CH5_AJ18_AJ10_190811.WAV,1_CW5_CH5_AJ18_AJ10_190811.WAV,C92,2019-08-11,56208.757312
MAL,4281.351000000727,2736,264,920.8610000001202,vtc/1_CW5_CH5_AJ18_AJ10_190811_0_0.csv,1_CW5_CH5_AJ18_AJ10_190811.WAV,1_CW5_CH5_AJ18_AJ10_190811.WAV,C92,2019-08-11,56208.757312
OCH,5552.563000001079,4276,894,2346.210000000237,vtc/1_CW5_CH5_AJ18_AJ10_190811_0_0.csv,1_CW5_CH5_AJ18_AJ10_190811.WAV,1_CW5_CH5_AJ18_AJ10_190811.WAV,C92,2019-08-11,56208.757312
CHI,4253.287000000398,2799,1524,3569.8180000003013,vtc/1_CW1_CH1_AJ19_AJ07_190814_0_0.csv,1_CW1_CH1_AJ19_AJ07_190814.WAV,1_CW1_CH1_AJ19_AJ07_190814.WAV,C93,2019-08-14,59540.052
FEM,9545.158000001216,4885,754,2457.2080000003234,vtc/1_CW1_CH1_AJ19_AJ07_190814_0_0.csv,1_CW1_CH1_AJ19_AJ07_190814.WAV,1_CW1_CH1_AJ19_AJ07_190814.WAV,C93,2019-08-14,59540.052
MAL,1865.1400000002732,1436,110,246.2360000000325,vtc/1_CW1_CH1_AJ19_AJ07_190814_0_0.csv,1_CW1_CH1_AJ19_AJ07_190814.WAV,1_CW1_CH1_AJ19_AJ07_190814.WAV,C93,2019-08-14,59540.052
OCH,4034.3030000003696,3523,734,1720.8710000001026,vtc/1_CW1_CH1_AJ19_AJ07_190814_0_0.csv,1_CW1_CH1_AJ19_AJ07_190814.WAV,1_CW1_CH1_AJ19_AJ07_190814.WAV,C93,2019-08-14,59540.052
CHI,233.1340000000019,149,95,213.062000000001,vtc/1_CW2_CH2_AJ19_AJ32_190814_0_0.csv,1_CW2_CH2_AJ19_AJ32_190814.WAV,1_CW2_CH2_AJ19_AJ32_190814.WAV,C94,2019-08-14,1746.3731460000001
FEM,346.2220000000006,203,32,110.59800000000101,vtc/1_CW2_CH2_AJ19_AJ32_190814_0_0.csv,1_CW2_CH2_AJ19_AJ32_190814.WAV,1_CW2_CH2_AJ19_AJ32_190814.WAV,C94,2019-08-14,1746.3731460000001
MAL,352.27299999999826,212,19,76.1410000000003,vtc/1_CW2_CH2_AJ19_AJ32_190814_0_0.csv,1_CW2_CH2_AJ19_AJ32_190814.WAV,1_CW2_CH2_AJ19_AJ32_190814.WAV,C94,2019-08-14,1746.3731460000001
OCH,142.67999999999944,161,57,86.04699999999971,vtc/1_CW2_CH2_AJ19_AJ32_190814_0_0.csv,1_CW2_CH2_AJ19_AJ32_190814.WAV,1_CW2_CH2_AJ19_AJ32_190814.WAV,C94,2019-08-14,1746.3731460000001
CHI,4050.1150000003704,2634,1395,3191.452000000293,vtc/1_CW3_CH3_AJ19_AJ22_190814_0_0.csv,1_CW3_CH3_AJ19_AJ22_190814.WAV,1_CW3_CH3_AJ19_AJ22_190814.WAV,C95,2019-08-14,55523.491562
FEM,5340.4950000008575,3230,419,1363.63300000011,vtc/1_CW3_CH3_AJ19_AJ22_190814_0_0.csv,1_CW3_CH3_AJ19_AJ22_190814.WAV,1_CW3_CH3_AJ19_AJ22_190814.WAV,C95,2019-08-14,55523.491562
MAL,2406.1110000001245,1706,104,300.1509999999888,vtc/1_CW3_CH3_AJ19_AJ22_190814_0_0.csv,1_CW3_CH3_AJ19_AJ22_190814.WAV,1_CW3_CH3_AJ19_AJ22_190814.WAV,C95,2019-08-14,55523.491562
OCH,4639.0940000003775,3421,782,2603.52700000018,vtc/1_CW3_CH3_AJ19_AJ22_190814_0_0.csv,1_CW3_CH3_AJ19_AJ22_190814.WAV,1_CW3_CH3_AJ19_AJ22_190814.WAV,C95,2019-08-14,55523.491562
CHI,4599.900000000122,2447,1279,3744.417000000094,vtc/2_CW3_CH3_AJ19_AJ13_190814_0_0.csv,2_CW3_CH3_AJ19_AJ13_190814.WAV,2_CW3_CH3_AJ19_AJ13_190814.WAV,C96,2019-08-14,51404.796083
FEM,4750.2860000006385,3039,332,804.9950000001259,vtc/2_CW3_CH3_AJ19_AJ13_190814_0_0.csv,2_CW3_CH3_AJ19_AJ13_190814.WAV,2_CW3_CH3_AJ19_AJ13_190814.WAV,C96,2019-08-14,51404.796083
MAL,3540.890000000706,2463,115,301.153000000023,vtc/2_CW3_CH3_AJ19_AJ13_190814_0_0.csv,2_CW3_CH3_AJ19_AJ13_190814.WAV,2_CW3_CH3_AJ19_AJ13_190814.WAV,C96,2019-08-14,51404.796083
OCH,4653.645000000933,3498,863,2674.528000000361,vtc/2_CW3_CH3_AJ19_AJ13_190814_0_0.csv,2_CW3_CH3_AJ19_AJ13_190814.WAV,2_CW3_CH3_AJ19_AJ13_190814.WAV,C96,2019-08-14,51404.796083
CHI,1099.7510000000354,792,475,933.6540000000227,vtc/1_CW4_CH4_AJ19_AJ23_190814_0_0.csv,1_CW4_CH4_AJ19_AJ23_190814.WAV,1_CW4_CH4_AJ19_AJ23_190814.WAV,C97,2019-08-14,54731.753646000005
FEM,2813.7790000001223,1220,173,896.962999999972,vtc/1_CW4_CH4_AJ19_AJ23_190814_0_0.csv,1_CW4_CH4_AJ19_AJ23_190814.WAV,1_CW4_CH4_AJ19_AJ23_190814.WAV,C97,2019-08-14,54731.753646000005
MAL,1122.6210000001065,722,85,318.7249999999982,vtc/1_CW4_CH4_AJ19_AJ23_190814_0_0.csv,1_CW4_CH4_AJ19_AJ23_190814.WAV,1_CW4_CH4_AJ19_AJ23_190814.WAV,C97,2019-08-14,54731.753646000005
OCH,1212.559000000125,1296,172,410.0579999999509,vtc/1_CW4_CH4_AJ19_AJ23_190814_0_0.csv,1_CW4_CH4_AJ19_AJ23_190814.WAV,1_CW4_CH4_AJ19_AJ23_190814.WAV,C97,2019-08-14,54731.753646000005
CHI,4180.852000000286,2123,880,2962.468000000241,vtc/1_CW5_CH5_AJ19_AJ25_190814_0_0.csv,1_CW5_CH5_AJ19_AJ25_190814.WAV,1_CW5_CH5_AJ19_AJ25_190814.WAV,C98,2019-08-14,59565.734583000005
FEM,5898.319000000628,2729,407,1521.6350000001653,vtc/1_CW5_CH5_AJ19_AJ25_190814_0_0.csv,1_CW5_CH5_AJ19_AJ25_190814.WAV,1_CW5_CH5_AJ19_AJ25_190814.WAV,C98,2019-08-14,59565.734583000005
MAL,2086.7970000000532,1379,148,466.696000000085,vtc/1_CW5_CH5_AJ19_AJ25_190814_0_0.csv,1_CW5_CH5_AJ19_AJ25_190814.WAV,1_CW5_CH5_AJ19_AJ25_190814.WAV,C98,2019-08-14,59565.734583000005
OCH,2331.716000000173,2075,539,1095.4080000001727,vtc/1_CW5_CH5_AJ19_AJ25_190814_0_0.csv,1_CW5_CH5_AJ19_AJ25_190814.WAV,1_CW5_CH5_AJ19_AJ25_190814.WAV,C98,2019-08-14,59565.734583000005
CHI,8032.338000001195,3520,1560,5757.821000000941,vtc/01_CW02_CH02_FB01_FB05_190614_0_0.csv,01_CW02_CH02_FB01_FB05_190614.WAV,01_CW02_CH02_FB01_FB05_190614.WAV,C99,2019-06-14,62644.157875
FEM,4423.8200000010775,2834,586,1421.7580000004089,vtc/01_CW02_CH02_FB01_FB05_190614_0_0.csv,01_CW02_CH02_FB01_FB05_190614.WAV,01_CW02_CH02_FB01_FB05_190614.WAV,C99,2019-06-14,62644.157875
MAL,2202.0540000002666,1323,188,547.2130000001753,vtc/01_CW02_CH02_FB01_FB05_190614_0_0.csv,01_CW02_CH02_FB01_FB05_190614.WAV,01_CW02_CH02_FB01_FB05_190614.WAV,C99,2019-06-14,62644.157875
OCH,4411.263000000873,3177,954,2576.4380000005017,vtc/01_CW02_CH02_FB01_FB05_190614_0_0.csv,01_CW02_CH02_FB01_FB05_190614.WAV,01_CW02_CH02_FB01_FB05_190614.WAV,C99,2019-06-14,62644.157875
CHI,2861.770000000248,1621,964,2331.8820000001388,vtc/01_CW03_CH03_FB01_FB11_190614_0_0.csv,01_CW03_CH03_FB01_FB11_190614.WAV,01_CW03_CH03_FB01_FB11_190614.WAV,C100,2019-06-14,48258.679625
FEM,8108.828000001087,3411,467,1860.1070000001112,vtc/01_CW03_CH03_FB01_FB11_190614_0_0.csv,01_CW03_CH03_FB01_FB11_190614.WAV,01_CW03_CH03_FB01_FB11_190614.WAV,C100,2019-06-14,48258.679625
MAL,2595.599000000375,1696,198,529.4430000000425,vtc/01_CW03_CH03_FB01_FB11_190614_0_0.csv,01_CW03_CH03_FB01_FB11_190614.WAV,01_CW03_CH03_FB01_FB11_190614.WAV,C100,2019-06-14,48258.679625
OCH,1907.917000000531,1607,276,723.1660000001948,vtc/01_CW03_CH03_FB01_FB11_190614_0_0.csv,01_CW03_CH03_FB01_FB11_190614.WAV,01_CW03_CH03_FB01_FB11_190614.WAV,C100,2019-06-14,48258.679625
CHI,6890.150000000883,3852,2316,5949.235000000841,vtc/01_CW04_CH04_FB01_FB01_190614_0_0.csv,01_CW04_CH04_FB01_FB01_190614.WAV,01_CW04_CH04_FB01_FB01_190614.WAV,C101,2019-06-14,57404.65575
FEM,7618.32900000119,3830,680,2342.385000000312,vtc/01_CW04_CH04_FB01_FB01_190614_0_0.csv,01_CW04_CH04_FB01_FB01_190614.WAV,01_CW04_CH04_FB01_FB01_190614.WAV,C101,2019-06-14,57404.65575
MAL,5284.4390000006815,3042,460,1478.7260000001997,vtc/01_CW04_CH04_FB01_FB01_190614_0_0.csv,01_CW04_CH04_FB01_FB01_190614.WAV,01_CW04_CH04_FB01_FB01_190614.WAV,C101,2019-06-14,57404.65575
OCH,7535.282000000898,4605,1113,4192.482000000471,vtc/01_CW04_CH04_FB01_FB01_190614_0_0.csv,01_CW04_CH04_FB01_FB01_190614.WAV,01_CW04_CH04_FB01_FB01_190614.WAV,C101,2019-06-14,57404.65575
CHI,10822.71600000114,6227,3293,9266.851000000943,vtc/01_CW05_CH05_FB01_FB08_190614_0_0.csv,01_CW05_CH05_FB01_FB08_190614.WAV,01_CW05_CH05_FB01_FB08_190614.WAV,C102,2019-06-14,52083.556145999995
FEM,6300.130000001316,4957,1539,2851.618000000658,vtc/01_CW05_CH05_FB01_FB08_190614_0_0.csv,01_CW05_CH05_FB01_FB08_190614.WAV,01_CW05_CH05_FB01_FB08_190614.WAV,C102,2019-06-14,52083.556145999995
MAL,599.0500000000144,564,51,100.75900000002753,vtc/01_CW05_CH05_FB01_FB08_190614_0_0.csv,01_CW05_CH05_FB01_FB08_190614.WAV,01_CW05_CH05_FB01_FB08_190614.WAV,C102,2019-06-14,52083.556145999995
OCH,9404.887000001616,6096,2014,6285.770000000968,vtc/01_CW05_CH05_FB01_FB08_190614_0_0.csv,01_CW05_CH05_FB01_FB08_190614.WAV,01_CW05_CH05_FB01_FB08_190614.WAV,C102,2019-06-14,52083.556145999995
CHI,4972.264000000294,2836,1522,4220.133000000224,vtc/01_CW01_CH01_FB03_FB11_190622_0_0.csv,01_CW01_CH01_FB03_FB11_190622.WAV,01_CW01_CH01_FB03_FB11_190622.WAV,C103,2019-06-22,56854.733813
FEM,3662.5470000006057,2434,411,938.2030000000804,vtc/01_CW01_CH01_FB03_FB11_190622_0_0.csv,01_CW01_CH01_FB03_FB11_190622.WAV,01_CW01_CH01_FB03_FB11_190622.WAV,C103,2019-06-22,56854.733813
MAL,2554.8330000002766,1795,266,806.6610000000203,vtc/01_CW01_CH01_FB03_FB11_190622_0_0.csv,01_CW01_CH01_FB03_FB11_190622.WAV,01_CW01_CH01_FB03_FB11_190622.WAV,C103,2019-06-22,56854.733813
OCH,4091.997000000347,2928,1013,2742.648000000096,vtc/01_CW01_CH01_FB03_FB11_190622_0_0.csv,01_CW01_CH01_FB03_FB11_190622.WAV,01_CW01_CH01_FB03_FB11_190622.WAV,C103,2019-06-22,56854.733813
CHI,4013.1530000006205,2256,1325,3441.431000000549,vtc/01_CW02_CH02_FB03_FB25_190622_0_0.csv,01_CW02_CH02_FB03_FB25_190622.WAV,01_CW02_CH02_FB03_FB25_190622.WAV,C104,2019-06-22,54056.862979
FEM,8169.643000001157,4553,675,2189.521000000301,vtc/01_CW02_CH02_FB03_FB25_190622_0_0.csv,01_CW02_CH02_FB03_FB25_190622.WAV,01_CW02_CH02_FB03_FB25_190622.WAV,C104,2019-06-22,54056.862979
MAL,4649.246000000927,3222,243,688.3870000001561,vtc/01_CW02_CH02_FB03_FB25_190622_0_0.csv,01_CW02_CH02_FB03_FB25_190622.WAV,01_CW02_CH02_FB03_FB25_190622.WAV,C104,2019-06-22,54056.862979
OCH,2421.571000000379,2260,451,1037.2389999999834,vtc/01_CW02_CH02_FB03_FB25_190622_0_0.csv,01_CW02_CH02_FB03_FB25_190622.WAV,01_CW02_CH02_FB03_FB25_190622.WAV,C104,2019-06-22,54056.862979
CHI,6778.201000000729,3749,2002,5497.514000000476,vtc/01_CW03_CH03_FB03_FB07_190622_0_0.csv,01_CW03_CH03_FB03_FB07_190622.WAV,01_CW03_CH03_FB03_FB07_190622.WAV,C105,2019-06-22,44961.69925
FEM,7636.473000000885,3944,825,2581.646000000398,vtc/01_CW03_CH03_FB03_FB07_190622_0_0.csv,01_CW03_CH03_FB03_FB07_190622.WAV,01_CW03_CH03_FB03_FB07_190622.WAV,C105,2019-06-22,44961.69925
MAL,1695.9080000002946,1164,170,491.46700000002556,vtc/01_CW03_CH03_FB03_FB07_190622_0_0.csv,01_CW03_CH03_FB03_FB07_190622.WAV,01_CW03_CH03_FB03_FB07_190622.WAV,C105,2019-06-22,44961.69925
OCH,5614.988000000943,4478,1145,2910.2360000006693,vtc/01_CW03_CH03_FB03_FB07_190622_0_0.csv,01_CW03_CH03_FB03_FB07_190622.WAV,01_CW03_CH03_FB03_FB07_190622.WAV,C105,2019-06-22,44961.69925
CHI,5224.943000000852,3611,1931,4260.971000000724,vtc/02_CW03_CH03_FB03_FB33_190622_0_0.csv,02_CW03_CH03_FB03_FB33_190622.WAV,02_CW03_CH03_FB03_FB33_190622.WAV,C106,2019-06-22,43177.014833
FEM,6581.404000000906,3778,629,1810.0940000003006,vtc/02_CW03_CH03_FB03_FB33_190622_0_0.csv,02_CW03_CH03_FB03_FB33_190622.WAV,02_CW03_CH03_FB03_FB33_190622.WAV,C106,2019-06-22,43177.014833
MAL,1693.265000000184,1173,146,332.02500000008996,vtc/02_CW03_CH03_FB03_FB33_190622_0_0.csv,02_CW03_CH03_FB03_FB33_190622.WAV,02_CW03_CH03_FB03_FB33_190622.WAV,C106,2019-06-22,43177.014833
OCH,6482.725000001215,4792,1206,3388.5310000007457,vtc/02_CW03_CH03_FB03_FB33_190622_0_0.csv,02_CW03_CH03_FB03_FB33_190622.WAV,02_CW03_CH03_FB03_FB33_190622.WAV,C106,2019-06-22,43177.014833
CHI,3533.579000000005,1601,740,2706.0869999999986,vtc/01_CW04_CH04_FB03_FB01_190622_0_0.csv,01_CW04_CH04_FB03_FB01_190622.WAV,01_CW04_CH04_FB03_FB01_190622.WAV,C107,2019-06-22,50391.74775
FEM,2149.2960000000066,1229,203,540.6730000000025,vtc/01_CW04_CH04_FB03_FB01_190622_0_0.csv,01_CW04_CH04_FB03_FB01_190622.WAV,01_CW04_CH04_FB03_FB01_190622.WAV,C107,2019-06-22,50391.74775
MAL,865.1239999999586,526,69,227.98099999998124,vtc/01_CW04_CH04_FB03_FB01_190622_0_0.csv,01_CW04_CH04_FB03_FB01_190622.WAV,01_CW04_CH04_FB03_FB01_190622.WAV,C107,2019-06-22,50391.74775
OCH,2583.723000000038,1741,569,1562.6520000000187,vtc/01_CW04_CH04_FB03_FB01_190622_0_0.csv,01_CW04_CH04_FB03_FB01_190622.WAV,01_CW04_CH04_FB03_FB01_190622.WAV,C107,2019-06-22,50391.74775
CHI,4349.590000000274,2390,1345,3556.0920000002243,vtc/01_CW05_CH05_FB03_FB35_190622_0_0.csv,01_CW05_CH05_FB03_FB35_190622.WAV,01_CW05_CH05_FB03_FB35_190622.WAV,C108,2019-06-22,29823.772332999997
FEM,7789.852000000698,3355,708,2685.3640000002615,vtc/01_CW05_CH05_FB03_FB35_190622_0_0.csv,01_CW05_CH05_FB03_FB35_190622.WAV,01_CW05_CH05_FB03_FB35_190622.WAV,C108,2019-06-22,29823.772332999997
MAL,2056.2480000002024,1464,141,321.21700000005535,vtc/01_CW05_CH05_FB03_FB35_190622_0_0.csv,01_CW05_CH05_FB03_FB35_190622.WAV,01_CW05_CH05_FB03_FB35_190622.WAV,C108,2019-06-22,29823.772332999997
OCH,2875.1930000004186,2363,526,1388.814000000164,vtc/01_CW05_CH05_FB03_FB35_190622_0_0.csv,01_CW05_CH05_FB03_FB35_190622.WAV,01_CW05_CH05_FB03_FB35_190622.WAV,C108,2019-06-22,29823.772332999997
CHI,5477.405000000416,2446,1315,4285.69600000032,vtc/01_CW06_CH06_FB03_FB08_190622_0_0.csv,01_CW06_CH06_FB03_FB08_190622.WAV,01_CW06_CH06_FB03_FB08_190622.WAV,C109,2019-06-22,51175.396188
FEM,6560.657000000761,3344,578,1991.5020000003324,vtc/01_CW06_CH06_FB03_FB08_190622_0_0.csv,01_CW06_CH06_FB03_FB08_190622.WAV,01_CW06_CH06_FB03_FB08_190622.WAV,C109,2019-06-22,51175.396188
MAL,1038.7590000001428,951,68,123.54200000001765,vtc/01_CW06_CH06_FB03_FB08_190622_0_0.csv,01_CW06_CH06_FB03_FB08_190622.WAV,01_CW06_CH06_FB03_FB08_190622.WAV,C109,2019-06-22,51175.396188
OCH,4549.094000000338,3122,737,2487.7820000001116,vtc/01_CW06_CH06_FB03_FB08_190622_0_0.csv,01_CW06_CH06_FB03_FB08_190622.WAV,01_CW06_CH06_FB03_FB08_190622.WAV,C109,2019-06-22,51175.396188
CHI,3583.54400000053,2665,1404,2860.1090000004324,vtc/01_CW07_CH07_FB03_FB17_190622_0_0.csv,01_CW07_CH07_FB03_FB17_190622.WAV,01_CW07_CH07_FB03_FB17_190622.WAV,C110,2019-06-22,49929.49325
FEM,5638.855000000904,3960,603,1484.9060000002555,vtc/01_CW07_CH07_FB03_FB17_190622_0_0.csv,01_CW07_CH07_FB03_FB17_190622.WAV,01_CW07_CH07_FB03_FB17_190622.WAV,C110,2019-06-22,49929.49325
MAL,1689.3280000001032,1036,79,230.90400000004013,vtc/01_CW07_CH07_FB03_FB17_190622_0_0.csv,01_CW07_CH07_FB03_FB17_190622.WAV,01_CW07_CH07_FB03_FB17_190622.WAV,C110,2019-06-22,49929.49325
OCH,3843.1480000008264,3089,689,1772.2600000003283,vtc/01_CW07_CH07_FB03_FB17_190622_0_0.csv,01_CW07_CH07_FB03_FB17_190622.WAV,01_CW07_CH07_FB03_FB17_190622.WAV,C110,2019-06-22,49929.49325
CHI,6451.130000000839,3154,1285,4765.924000000565,vtc/01_CW01_CH01_FB04_FB25_190625_0_0.csv,01_CW01_CH01_FB04_FB25_190625.WAV,01_CW01_CH01_FB04_FB25_190625.WAV,C111,2019-06-25,46081.017667
FEM,2595.387000000559,1977,506,867.6140000000489,vtc/01_CW01_CH01_FB04_FB25_190625_0_0.csv,01_CW01_CH01_FB04_FB25_190625.WAV,01_CW01_CH01_FB04_FB25_190625.WAV,C111,2019-06-25,46081.017667
MAL,449.7140000001581,418,68,137.77300000002833,vtc/01_CW01_CH01_FB04_FB25_190625_0_0.csv,01_CW01_CH01_FB04_FB25_190625.WAV,01_CW01_CH01_FB04_FB25_190625.WAV,C111,2019-06-25,46081.017667
OCH,3663.940000001252,2806,977,2359.814000000611,vtc/01_CW01_CH01_FB04_FB25_190625_0_0.csv,01_CW01_CH01_FB04_FB25_190625.WAV,01_CW01_CH01_FB04_FB25_190625.WAV,C111,2019-06-25,46081.017667
CHI,2101.21899999996,1392,719,1589.1260000000023,vtc/01_CW02_CH02_FB04_FB23_190625_0_0.csv,01_CW02_CH02_FB04_FB23_190625.WAV,01_CW02_CH02_FB04_FB23_190625.WAV,C112,2019-06-25,18137.431542
FEM,3186.8905419999683,1621,321,1015.2829999999703,vtc/01_CW02_CH02_FB04_FB23_190625_0_0.csv,01_CW02_CH02_FB04_FB23_190625.WAV,01_CW02_CH02_FB04_FB23_190625.WAV,C112,2019-06-25,18137.431542
MAL,1191.518999999963,657,81,251.23099999999468,vtc/01_CW02_CH02_FB04_FB23_190625_0_0.csv,01_CW02_CH02_FB04_FB23_190625.WAV,01_CW02_CH02_FB04_FB23_190625.WAV,C112,2019-06-25,18137.431542
OCH,1745.7539999999512,1469,361,834.9299999999865,vtc/01_CW02_CH02_FB04_FB23_190625_0_0.csv,01_CW02_CH02_FB04_FB23_190625.WAV,01_CW02_CH02_FB04_FB23_190625.WAV,C112,2019-06-25,18137.431542
CHI,4804.083000000541,3124,1450,3645.0920000004685,vtc/01_CW03_CH03_FB04_FB02_190625_0_0.csv,01_CW03_CH03_FB04_FB02_190625.WAV,01_CW03_CH03_FB04_FB02_190625.WAV,C113,2019-06-25,49883.0605
FEM,4273.860000000632,3363,657,1217.7780000000328,vtc/01_CW03_CH03_FB04_FB02_190625_0_0.csv,01_CW03_CH03_FB04_FB02_190625.WAV,01_CW03_CH03_FB04_FB02_190625.WAV,C113,2019-06-25,49883.0605
MAL,1006.8070000003136,685,35,55.19800000002567,vtc/01_CW03_CH03_FB04_FB02_190625_0_0.csv,01_CW03_CH03_FB04_FB02_190625.WAV,01_CW03_CH03_FB04_FB02_190625.WAV,C113,2019-06-25,49883.0605
OCH,3930.69400000096,2851,814,2401.1020000004496,vtc/01_CW03_CH03_FB04_FB02_190625_0_0.csv,01_CW03_CH03_FB04_FB02_190625.WAV,01_CW03_CH03_FB04_FB02_190625.WAV,C113,2019-06-25,49883.0605
CHI,3597.2000000003977,2103,1083,2901.035000000285,vtc/01_CW04_CH04_FB04_FB26_190625_0_0.csv,01_CW04_CH04_FB04_FB26_190625.WAV,01_CW04_CH04_FB04_FB26_190625.WAV,C114,2019-06-25,54536.200333
FEM,6882.285000000942,3520,450,1608.0970000000939,vtc/01_CW04_CH04_FB04_FB26_190625_0_0.csv,01_CW04_CH04_FB04_FB26_190625.WAV,01_CW04_CH04_FB04_FB26_190625.WAV,C114,2019-06-25,54536.200333
MAL,1334.3920000002395,952,69,184.65900000005894,vtc/01_CW04_CH04_FB04_FB26_190625_0_0.csv,01_CW04_CH04_FB04_FB26_190625.WAV,01_CW04_CH04_FB04_FB26_190625.WAV,C114,2019-06-25,54536.200333
OCH,2820.609000000547,2270,606,1481.3270000002321,vtc/01_CW04_CH04_FB04_FB26_190625_0_0.csv,01_CW04_CH04_FB04_FB26_190625.WAV,01_CW04_CH04_FB04_FB26_190625.WAV,C114,2019-06-25,54536.200333
CHI,4901.129000000533,2657,1587,4139.289000000443,vtc/01_CW04_CH04_FB04_FB40_190625_0_0.csv,01_CW04_CH04_FB04_FB40_190625.WAV,01_CW04_CH04_FB04_FB40_190625.WAV,C115,2019-06-25,53992.996688
